Timestamp,Pressure,Phase,Part_ID,Leak_Rate,Target_Pressure,Fill_Rate,Stab_Duration,Test_Duration,Leak_Type
8.4,6.178181818181819,fill,Part1,0.1,10,1,5,30,sealed
8.5,6.259090909090909,fill,Part1,0.1,10,1,5,30,sealed
8.6,6.34,fill,Part1,0.1,10,1,5,30,sealed
8.7,6.420909090909091,fill,Part1,0.1,10,1,5,30,sealed
8.8,6.501818181818182,fill,Part1,0.1,10,1,5,30,sealed
8.9,6.582727272727272,fill,Part1,0.1,10,1,5,30,sealed
9.0,6.663636363636364,fill,Part1,0.1,10,1,5,30,sealed
9.1,6.744545454545455,fill,Part1,0.1,10,1,5,30,sealed
9.2,6.825454545454546,fill,Part1,0.1,10,1,5,30,sealed
9.3,6.906363636363636,fill,Part1,0.1,10,1,5,30,sealed
9.4,6.987272727272727,fill,Part1,0.1,10,1,5,30,sealed
9.5,7.068181818181818,fill,Part1,0.1,10,1,5,30,sealed
9.6,7.149090909090909,fill,Part1,0.1,10,1,5,30,sealed
9.7,7.23,fill,Part1,0.1,10,1,5,30,sealed
9.8,7.31090909090909,fill,Part1,0.1,10,1,5,30,sealed
9.9,7.391818181818182,fill,Part1,0.1,10,1,5,30,sealed
10.0,7.4727272727272736,fill,Part1,0.1,10,1,5,30,sealed
10.1,7.553636363636364,fill,Part1,0.1,10,1,5,30,sealed
10.2,7.634545454545455,fill,Part1,0.1,10,1,5,30,sealed
10.3,7.715454545454547,fill,Part1,0.1,10,1,5,30,sealed
10.4,7.796363636363637,fill,Part1,0.1,10,1,5,30,sealed
10.5,7.877272727272727,fill,Part1,0.1,10,1,5,30,sealed
10.6,7.958181818181818,fill,Part1,0.1,10,1,5,30,sealed
10.7,8.039090909090909,fill,Part1,0.1,10,1,5,30,sealed
10.8,8.12,fill,Part1,0.1,10,1,5,30,sealed
10.9,8.200909090909091,fill,Part1,0.1,10,1,5,30,sealed
11.0,8.281818181818181,fill,Part1,0.1,10,1,5,30,sealed
11.1,8.362727272727273,fill,Part1,0.1,10,1,5,30,sealed
11.2,8.443636363636363,fill,Part1,0.1,10,1,5,30,sealed
11.3,8.524545454545455,fill,Part1,0.1,10,1,5,30,sealed
11.4,8.605454545454545,fill,Part1,0.1,10,1,5,30,sealed
11.5,8.686363636363637,fill,Part1,0.1,10,1,5,30,sealed
11.6,8.767272727272726,fill,Part1,0.1,10,1,5,30,sealed
11.7,8.848181818181818,fill,Part1,0.1,10,1,5,30,sealed
11.8,8.92909090909091,fill,Part1,0.1,10,1,5,30,sealed
11.9,9.01,fill,Part1,0.1,10,1,5,30,sealed
12.0,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.1,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.2,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.3,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.4,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.5,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.6,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.7,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.8,10.0,stab,Part1,0.1,10,1,5,30,sealed
12.9,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.0,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.1,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.2,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.3,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.4,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.5,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.6,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.7,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.8,10.0,stab,Part1,0.1,10,1,5,30,sealed
13.9,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.0,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.1,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.2,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.3,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.4,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.5,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.6,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.7,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.8,10.0,stab,Part1,0.1,10,1,5,30,sealed
14.9,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.0,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.1,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.2,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.3,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.4,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.5,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.6,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.7,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.8,10.0,stab,Part1,0.1,10,1,5,30,sealed
15.9,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.0,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.1,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.2,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.3,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.4,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.5,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.6,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.7,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.8,10.0,stab,Part1,0.1,10,1,5,30,sealed
16.9,10.0,stab,Part1,0.1,10,1,5,30,sealed
0.0,10.0,test,Part1,0.1,10,1,5,30,sealed
0.10033444816053512,10.0,test,Part1,0.1,10,1,5,30,sealed
0.20066889632107024,10.0,test,Part1,0.1,10,1,5,30,sealed
0.3010033444816054,10.0,test,Part1,0.1,10,1,5,30,sealed
0.4013377926421405,10.0,test,Part1,0.1,10,1,5,30,sealed
0.5016722408026756,10.0,test,Part1,0.1,10,1,5,30,sealed
0.6020066889632107,10.0,test,Part1,0.1,10,1,5,30,sealed
0.7023411371237458,10.0,test,Part1,0.1,10,1,5,30,sealed
0.802675585284281,10.0,test,Part1,0.1,10,1,5,30,sealed
0.9030100334448161,10.0,test,Part1,0.1,10,1,5,30,sealed
1.0033444816053512,10.0,test,Part1,0.1,10,1,5,30,sealed
1.1036789297658862,10.0,test,Part1,0.1,10,1,5,30,sealed
1.2040133779264215,10.0,test,Part1,0.1,10,1,5,30,sealed
1.3043478260869565,10.0,test,Part1,0.1,10,1,5,30,sealed
1.4046822742474916,10.0,test,Part1,0.1,10,1,5,30,sealed
1.5050167224080269,10.0,test,Part1,0.1,10,1,5,30,sealed
1.605351170568562,10.0,test,Part1,0.1,10,1,5,30,sealed
1.705685618729097,10.0,test,Part1,0.1,10,1,5,30,sealed
1.8060200668896322,10.0,test,Part1,0.1,10,1,5,30,sealed
1.9063545150501673,10.0,test,Part1,0.1,10,1,5,30,sealed
2.0066889632107023,10.0,test,Part1,0.1,10,1,5,30,sealed
2.1070234113712374,10.0,test,Part1,0.1,10,1,5,30,sealed
2.2073578595317724,10.0,test,Part1,0.1,10,1,5,30,sealed
2.307692307692308,10.0,test,Part1,0.1,10,1,5,30,sealed
2.408026755852843,10.0,test,Part1,0.1,10,1,5,30,sealed
2.508361204013378,10.0,test,Part1,0.1,10,1,5,30,sealed
2.608695652173913,10.0,test,Part1,0.1,10,1,5,30,sealed
2.709030100334448,10.0,test,Part1,0.1,10,1,5,30,sealed
2.809364548494983,10.0,test,Part1,0.1,10,1,5,30,sealed
2.9096989966555187,10.0,test,Part1,0.1,10,1,5,30,sealed
3.0100334448160537,10.0,test,Part1,0.1,10,1,5,30,sealed
3.1103678929765888,10.0,test,Part1,0.1,10,1,5,30,sealed
3.210702341137124,10.0,test,Part1,0.1,10,1,5,30,sealed
3.311036789297659,10.0,test,Part1,0.1,10,1,5,30,sealed
3.411371237458194,10.0,test,Part1,0.1,10,1,5,30,sealed
3.511705685618729,10.0,test,Part1,0.1,10,1,5,30,sealed
3.6120401337792645,10.0,test,Part1,0.1,10,1,5,30,sealed
3.7123745819397995,10.0,test,Part1,0.1,10,1,5,30,sealed
3.8127090301003346,10.0,test,Part1,0.1,10,1,5,30,sealed
3.9130434782608696,10.0,test,Part1,0.1,10,1,5,30,sealed
4.013377926421405,10.0,test,Part1,0.1,10,1,5,30,sealed
4.11371237458194,10.0,test,Part1,0.1,10,1,5,30,sealed
4.214046822742475,10.0,test,Part1,0.1,10,1,5,30,sealed
4.31438127090301,10.0,test,Part1,0.1,10,1,5,30,sealed
4.414715719063545,10.0,test,Part1,0.1,10,1,5,30,sealed
4.51505016722408,10.0,test,Part1,0.1,10,1,5,30,sealed
4.615384615384616,10.0,test,Part1,0.1,10,1,5,30,sealed
4.7157190635451505,10.0,test,Part1,0.1,10,1,5,30,sealed
4.816053511705686,10.0,test,Part1,0.1,10,1,5,30,sealed
4.916387959866221,10.0,test,Part1,0.1,10,1,5,30,sealed
5.016722408026756,10.0,test,Part1,0.1,10,1,5,30,sealed
5.117056856187291,10.0,test,Part1,0.1,10,1,5,30,sealed
5.217391304347826,10.0,test,Part1,0.1,10,1,5,30,sealed
5.317725752508362,10.0,test,Part1,0.1,10,1,5,30,sealed
5.418060200668896,10.0,test,Part1,0.1,10,1,5,30,sealed
5.518394648829432,10.0,test,Part1,0.1,10,1,5,30,sealed
5.618729096989966,10.0,test,Part1,0.1,10,1,5,30,sealed
5.719063545150502,10.0,test,Part1,0.1,10,1,5,30,sealed
5.819397993311037,10.0,test,Part1,0.1,10,1,5,30,sealed
5.919732441471572,10.0,test,Part1,0.1,10,1,5,30,sealed
6.0200668896321075,10.0,test,Part1,0.1,10,1,5,30,sealed
6.120401337792642,10.0,test,Part1,0.1,10,1,5,30,sealed
6.2207357859531776,10.0,test,Part1,0.1,10,1,5,30,sealed
6.321070234113712,10.0,test,Part1,0.1,10,1,5,30,sealed
6.421404682274248,10.0,test,Part1,0.1,10,1,5,30,sealed
6.521739130434783,10.0,test,Part1,0.1,10,1,5,30,sealed
6.622073578595318,10.0,test,Part1,0.1,10,1,5,30,sealed
6.722408026755853,10.0,test,Part1,0.1,10,1,5,30,sealed
6.822742474916388,10.0,test,Part1,0.1,10,1,5,30,sealed
6.923076923076923,10.0,test,Part1,0.1,10,1,5,30,sealed
7.023411371237458,10.0,test,Part1,0.1,10,1,5,30,sealed
7.1237458193979935,10.0,test,Part1,0.1,10,1,5,30,sealed
7.224080267558529,10.0,test,Part1,0.1,10,1,5,30,sealed
7.3244147157190636,10.0,test,Part1,0.1,10,1,5,30,sealed
7.424749163879599,10.0,test,Part1,0.1,10,1,5,30,sealed
7.525083612040134,10.0,test,Part1,0.1,10,1,5,30,sealed
7.625418060200669,10.0,test,Part1,0.1,10,1,5,30,sealed
7.725752508361205,10.0,test,Part1,0.1,10,1,5,30,sealed
7.826086956521739,10.0,test,Part1,0.1,10,1,5,30,sealed
7.926421404682275,10.0,test,Part1,0.1,10,1,5,30,sealed
8.02675585284281,10.0,test,Part1,0.1,10,1,5,30,sealed
8.127090301003344,10.0,test,Part1,0.1,10,1,5,30,sealed
8.22742474916388,10.0,test,Part1,0.1,10,1,5,30,sealed
8.327759197324415,10.0,test,Part1,0.1,10,1,5,30,sealed
8.42809364548495,10.0,test,Part1,0.1,10,1,5,30,sealed
8.528428093645486,10.0,test,Part1,0.1,10,1,5,30,sealed
8.62876254180602,10.0,test,Part1,0.1,10,1,5,30,sealed
8.729096989966555,10.0,test,Part1,0.1,10,1,5,30,sealed
8.82943143812709,10.0,test,Part1,0.1,10,1,5,30,sealed
8.929765886287626,10.0,test,Part1,0.1,10,1,5,30,sealed
9.03010033444816,10.0,test,Part1,0.1,10,1,5,30,sealed
9.130434782608695,10.0,test,Part1,0.1,10,1,5,30,sealed
9.230769230769232,10.0,test,Part1,0.1,10,1,5,30,sealed
9.331103678929766,10.0,test,Part1,0.1,10,1,5,30,sealed
9.431438127090301,10.0,test,Part1,0.1,10,1,5,30,sealed
9.531772575250836,10.0,test,Part1,0.1,10,1,5,30,sealed
9.632107023411372,10.0,test,Part1,0.1,10,1,5,30,sealed
9.732441471571907,10.0,test,Part1,0.1,10,1,5,30,sealed
9.832775919732441,10.0,test,Part1,0.1,10,1,5,30,sealed
9.933110367892978,10.0,test,Part1,0.1,10,1,5,30,sealed
10.033444816053512,10.0,test,Part1,0.1,10,1,5,30,sealed
10.133779264214047,10.0,test,Part1,0.1,10,1,5,30,sealed
10.234113712374581,10.0,test,Part1,0.1,10,1,5,30,sealed
10.334448160535118,10.0,test,Part1,0.1,10,1,5,30,sealed
10.434782608695652,10.0,test,Part1,0.1,10,1,5,30,sealed
10.535117056856187,10.0,test,Part1,0.1,10,1,5,30,sealed
10.635451505016723,10.0,test,Part1,0.1,10,1,5,30,sealed
10.735785953177258,10.0,test,Part1,0.1,10,1,5,30,sealed
10.836120401337793,10.0,test,Part1,0.1,10,1,5,30,sealed
10.936454849498329,10.0,test,Part1,0.1,10,1,5,30,sealed
11.036789297658864,10.0,test,Part1,0.1,10,1,5,30,sealed
11.137123745819398,10.0,test,Part1,0.1,10,1,5,30,sealed
11.237458193979933,10.0,test,Part1,0.1,10,1,5,30,sealed
11.33779264214047,10.0,test,Part1,0.1,10,1,5,30,sealed
11.438127090301004,10.0,test,Part1,0.1,10,1,5,30,sealed
11.538461538461538,10.0,test,Part1,0.1,10,1,5,30,sealed
11.638795986622075,10.0,test,Part1,0.1,10,1,5,30,sealed
11.73913043478261,10.0,test,Part1,0.1,10,1,5,30,sealed
11.839464882943144,10.0,test,Part1,0.1,10,1,5,30,sealed
11.939799331103679,10.0,test,Part1,0.1,10,1,5,30,sealed
12.040133779264215,10.0,test,Part1,0.1,10,1,5,30,sealed
12.14046822742475,10.0,test,Part1,0.1,10,1,5,30,sealed
12.240802675585284,10.0,test,Part1,0.1,10,1,5,30,sealed
12.34113712374582,10.0,test,Part1,0.1,10,1,5,30,sealed
12.441471571906355,10.0,test,Part1,0.1,10,1,5,30,sealed
12.54180602006689,10.0,test,Part1,0.1,10,1,5,30,sealed
12.642140468227424,10.0,test,Part1,0.1,10,1,5,30,sealed
12.74247491638796,10.0,test,Part1,0.1,10,1,5,30,sealed
12.842809364548495,10.0,test,Part1,0.1,10,1,5,30,sealed
12.94314381270903,10.0,test,Part1,0.1,10,1,5,30,sealed
13.043478260869566,10.0,test,Part1,0.1,10,1,5,30,sealed
13.143812709030101,10.0,test,Part1,0.1,10,1,5,30,sealed
13.244147157190636,10.0,test,Part1,0.1,10,1,5,30,sealed
13.34448160535117,10.0,test,Part1,0.1,10,1,5,30,sealed
13.444816053511706,10.0,test,Part1,0.1,10,1,5,30,sealed
13.545150501672241,10.0,test,Part1,0.1,10,1,5,30,sealed
13.645484949832776,10.0,test,Part1,0.1,10,1,5,30,sealed
13.745819397993312,10.0,test,Part1,0.1,10,1,5,30,sealed
13.846153846153847,10.0,test,Part1,0.1,10,1,5,30,sealed
13.946488294314381,10.0,test,Part1,0.1,10,1,5,30,sealed
14.046822742474916,10.0,test,Part1,0.1,10,1,5,30,sealed
14.147157190635452,10.0,test,Part1,0.1,10,1,5,30,sealed
14.247491638795987,10.0,test,Part1,0.1,10,1,5,30,sealed
14.347826086956522,10.0,test,Part1,0.1,10,1,5,30,sealed
14.448160535117058,10.0,test,Part1,0.1,10,1,5,30,sealed
14.548494983277592,10.0,test,Part1,0.1,10,1,5,30,sealed
14.648829431438127,10.0,test,Part1,0.1,10,1,5,30,sealed
14.749163879598662,10.0,test,Part1,0.1,10,1,5,30,sealed
14.849498327759198,10.0,test,Part1,0.1,10,1,5,30,sealed
14.949832775919733,10.0,test,Part1,0.1,10,1,5,30,sealed
15.050167224080267,10.0,test,Part1,0.1,10,1,5,30,sealed
15.150501672240804,10.0,test,Part1,0.1,10,1,5,30,sealed
15.250836120401338,10.0,test,Part1,0.1,10,1,5,30,sealed
15.351170568561873,10.0,test,Part1,0.1,10,1,5,30,sealed
15.45150501672241,10.0,test,Part1,0.1,10,1,5,30,sealed
15.551839464882944,10.0,test,Part1,0.1,10,1,5,30,sealed
15.652173913043478,10.0,test,Part1,0.1,10,1,5,30,sealed
15.752508361204013,10.0,test,Part1,0.1,10,1,5,30,sealed
15.85284280936455,10.0,test,Part1,0.1,10,1,5,30,sealed
15.953177257525084,10.0,test,Part1,0.1,10,1,5,30,sealed
16.05351170568562,10.0,test,Part1,0.1,10,1,5,30,sealed
16.153846153846153,10.0,test,Part1,0.1,10,1,5,30,sealed
16.254180602006688,10.0,test,Part1,0.1,10,1,5,30,sealed
16.354515050167226,10.0,test,Part1,0.1,10,1,5,30,sealed
16.45484949832776,10.0,test,Part1,0.1,10,1,5,30,sealed
16.555183946488295,10.0,test,Part1,0.1,10,1,5,30,sealed
16.65551839464883,10.0,test,Part1,0.1,10,1,5,30,sealed
16.755852842809364,10.0,test,Part1,0.1,10,1,5,30,sealed
16.8561872909699,10.0,test,Part1,0.1,10,1,5,30,sealed
16.956521739130434,10.0,test,Part1,0.1,10,1,5,30,sealed
17.056856187290972,10.0,test,Part1,0.1,10,1,5,30,sealed
17.157190635451506,10.0,test,Part1,0.1,10,1,5,30,sealed
17.25752508361204,10.0,test,Part1,0.1,10,1,5,30,sealed
17.357859531772576,10.0,test,Part1,0.1,10,1,5,30,sealed
17.45819397993311,10.0,test,Part1,0.1,10,1,5,30,sealed
17.558528428093645,10.0,test,Part1,0.1,10,1,5,30,sealed
17.65886287625418,10.0,test,Part1,0.1,10,1,5,30,sealed
17.759197324414718,10.0,test,Part1,0.1,10,1,5,30,sealed
17.859531772575252,10.0,test,Part1,0.1,10,1,5,30,sealed
17.959866220735787,10.0,test,Part1,0.1,10,1,5,30,sealed
18.06020066889632,10.0,test,Part1,0.1,10,1,5,30,sealed
18.160535117056856,10.0,test,Part1,0.1,10,1,5,30,sealed
18.26086956521739,10.0,test,Part1,0.1,10,1,5,30,sealed
18.361204013377925,10.0,test,Part1,0.1,10,1,5,30,sealed
18.461538461538463,10.0,test,Part1,0.1,10,1,5,30,sealed
18.561872909698998,10.0,test,Part1,0.1,10,1,5,30,sealed
18.662207357859533,10.0,test,Part1,0.1,10,1,5,30,sealed
18.762541806020067,10.0,test,Part1,0.1,10,1,5,30,sealed
18.862876254180602,10.0,test,Part1,0.1,10,1,5,30,sealed
18.963210702341136,10.0,test,Part1,0.1,10,1,5,30,sealed
19.06354515050167,10.0,test,Part1,0.1,10,1,5,30,sealed
19.16387959866221,10.0,test,Part1,0.1,10,1,5,30,sealed
19.264214046822744,10.0,test,Part1,0.1,10,1,5,30,sealed
19.36454849498328,10.0,test,Part1,0.1,10,1,5,30,sealed
19.464882943143813,10.0,test,Part1,0.1,10,1,5,30,sealed
19.565217391304348,10.0,test,Part1,0.1,10,1,5,30,sealed
19.665551839464882,10.0,test,Part1,0.1,10,1,5,30,sealed
19.765886287625417,10.0,test,Part1,0.1,10,1,5,30,sealed
19.866220735785955,10.0,test,Part1,0.1,10,1,5,30,sealed
19.96655518394649,10.0,test,Part1,0.1,10,1,5,30,sealed
20.066889632107024,10.0,test,Part1,0.1,10,1,5,30,sealed
20.16722408026756,10.0,test,Part1,0.1,10,1,5,30,sealed
20.267558528428093,10.0,test,Part1,0.1,10,1,5,30,sealed
20.367892976588628,10.0,test,Part1,0.1,10,1,5,30,sealed
20.468227424749163,10.0,test,Part1,0.1,10,1,5,30,sealed
20.5685618729097,10.0,test,Part1,0.1,10,1,5,30,sealed
20.668896321070235,10.0,test,Part1,0.1,10,1,5,30,sealed
20.76923076923077,10.0,test,Part1,0.1,10,1,5,30,sealed
20.869565217391305,10.0,test,Part1,0.1,10,1,5,30,sealed
20.96989966555184,10.0,test,Part1,0.1,10,1,5,30,sealed
21.070234113712374,10.0,test,Part1,0.1,10,1,5,30,sealed
21.17056856187291,10.0,test,Part1,0.1,10,1,5,30,sealed
21.270903010033447,10.0,test,Part1,0.1,10,1,5,30,sealed
21.37123745819398,10.0,test,Part1,0.1,10,1,5,30,sealed
21.471571906354516,10.0,test,Part1,0.1,10,1,5,30,sealed
21.57190635451505,10.0,test,Part1,0.1,10,1,5,30,sealed
21.672240802675585,10.0,test,Part1,0.1,10,1,5,30,sealed
21.77257525083612,10.0,test,Part1,0.1,10,1,5,30,sealed
21.872909698996658,10.0,test,Part1,0.1,10,1,5,30,sealed
21.973244147157192,10.0,test,Part1,0.1,10,1,5,30,sealed
22.073578595317727,10.0,test,Part1,0.1,10,1,5,30,sealed
22.17391304347826,10.0,test,Part1,0.1,10,1,5,30,sealed
22.274247491638796,10.0,test,Part1,0.1,10,1,5,30,sealed
22.37458193979933,10.0,test,Part1,0.1,10,1,5,30,sealed
22.474916387959865,10.0,test,Part1,0.1,10,1,5,30,sealed
22.575250836120404,10.0,test,Part1,0.1,10,1,5,30,sealed
22.67558528428094,10.0,test,Part1,0.1,10,1,5,30,sealed
22.775919732441473,10.0,test,Part1,0.1,10,1,5,30,sealed
22.876254180602007,10.0,test,Part1,0.1,10,1,5,30,sealed
22.976588628762542,10.0,test,Part1,0.1,10,1,5,30,sealed
23.076923076923077,10.0,test,Part1,0.1,10,1,5,30,sealed
23.17725752508361,10.0,test,Part1,0.1,10,1,5,30,sealed
23.27759197324415,10.0,test,Part1,0.1,10,1,5,30,sealed
23.377926421404684,10.0,test,Part1,0.1,10,1,5,30,sealed
23.47826086956522,10.0,test,Part1,0.1,10,1,5,30,sealed
23.578595317725753,10.0,test,Part1,0.1,10,1,5,30,sealed
23.678929765886288,10.0,test,Part1,0.1,10,1,5,30,sealed
